japanese,reading,lesson,english,thai,thai_katakana
北,きた,初級2-1課,north,ทิศเหนือ,
東,ひがし,初級2-1課,east,ทิศตะวันออก,
南,みなみ,初級2-1課,south,ทิศใต้,
西,にし,初級2-1課,west,ทิศตะวันตก,
自然,しぜん,初級2-1課,nature,ธรรมชำติ,
川,かわ,初級2-1課,river,แม่น้ำ,
島,しま,初級2-1課,island,เกำะ,
森,もり,初級2-1課,forest,ป่ำ,
ジャングル,じゃんぐる,初級2-1課,jungle,ป่ำลึก ป่ำทึบ ป่ำดงดิบ,
草原,そうげん,初級2-1課,grassland,ทุ่งหญ้ำ,
砂漠,さばく,初級2-1課,desert,ทะเลทรำย,
高原,こうげん,初級2-1課,plateau,ที่รำบสูง,
首都,しゅと,初級2-1課,capital,เมืองหลวง,
観光地,かんこうち,初級2-1課,tourist destination,สถำนที่ท่องเที่ยว,
モンゴル,もんごる,初級2-1課,Mongolia,ประเทศมองโกเลีย,
のんびりしている,のんびりしている,初級2-1課,easygoing,ตำมสบำย ไม่รีบร้อน,
都会,とかい,初級2-1課,city,เมืองใหญ่,
畑,はたけ,初級2-1課,plantation,ทุ่งนำ,
観光客,かんこうきゃく,初級2-1課,tourist,นักท่องเที่ยว,
大勢,おおぜい,初級2-1課,many,จำนวนมำก (ใช้กับคนเท่ำนั้น),
お客さん,おきゃくさん,初級2-1課,visitors,นักท่องเที่ยว ผู้มำเยือน,
テント,てんと,初級2-1課,tent,เต็นท์,
違います,ちがいます,初級2-1課,That's not so.,ไม่ใช่,
セブ,せぶ,初級2-1課,Cebu,เมืองเซบู,
ウランバートル,うらんばーとる,初級2-1課,Ulaanbaatar ,เมืองอูลำนบำตอร์,
ホーチミン,ほーちみん,初級2-1課,Ho Chi Minh,เมืองโฮจิมินห์,
ウォノソボ,うぉのそぼ,初級2-1課,Wonosobo,เมืองโวโนโซโบ,
セブ島,せぶとう,初級2-1課,Cebu Island,เกำะเซบู,
自己紹介,じこしょうかい,初級2-1課,self-introduction,แนะนำตัวเอง,
猫,ねこ,初級2-1課,cat,แมว,
グループ,ぐるーぷ,初級2-1課,group,กลุ่ม,
コミュニケーションする,こみゅにけーしょんする,初級2-1課,to communicate,ติดต่อสื่อสำร,
インド料理,いんどりょうり,初級2-1課,Indian cuisine,อำหำรอินเดีย,
食べ歩き,たべあるき,初級2-1課,walking around and trying foods from different places,เสำะหำของกินอร่อย,
ニックネーム,にっくねーむ,初級2-1課,nickname,ชื่อเล่น,
バンコク,ばんこく,初級2-1課,Bangkok,กรุงเทพมหำนคร,
アニソン,あにそん,初級2-1課,ani-son (anime song),เพลงอนิเมะ,
髪,かみ,初級2-2課,hair,ผม เส้นผม,
髪が長い,かみがながい,初級2-2課,long-haired,ผมยำว,
髪が短い,かみがみじかい,初級2-2課,short-haired,ผมสั้น,
背,せ,初級2-2課,height,ส่วนสูง ควำมสูง,
背が高い,せがたかい,初級2-2課,tall,ตัวสูง,
座る,すわる,初級2-2課,to sit,นั่ง,
立つ,たつ,初級2-2課,to stand,ยืน,
かぶる　（帽子をかぶる）,かぶる　（ぼうしをかぶる）,初級2-2課,to wear　(e.g. wear a hat),สวม (เช่น สวมหมวก),
ピアス,ぴあす,初級2-2課,earrings,ต่ำงหู,
する　（ピアスをする）,する　（ぴあすをする）,初級2-2課,to wear　(e.g.wear earrings),ใส่ (เช่น ใส่ต่ำงหู),
ワンピース　,わんぴーす,初級2-2課,dress,ชุดเดรส,
着る,きる,初級2-2課,to wear (a dress),สวมใส่(เสื้อผ้ำ),
はく　（くつをはく）,はく　（くつをはく）,初級2-2課,to wear　(e.g. wear shoes),สวมใส่ (เช่น ใส่รองเท้ำ),
めがね,めがね,初級2-2課,glasses / spectacles,แว่นตำ,
かける　（めがねをかける）,かける　（めがねをかける）,初級2-2課,to wear　(e.g. wear glasses),สวมใส่ (เช่น ใส่แว่นตำ),
ひげ,ひげ,初級2-2課,beard,หนวดเครำ,
はやす　（ひげをはやす）,はやす　（ひげをはやす）,初級2-2課,to have　(e.g. have a beard),ไว้ (เช่น ไว้หนวดเครำ),
シャツ,しゃつ,初級2-2課,shirt,เสื้อเชิ้ต,
ズボン,ずぼん,初級2-2課,trousers,กำงเกง,
赤い,あかい,初級2-2課,red,แดง,
白い,しろい,初級2-2課,white,ขำว,
黄色い,きいろい,初級2-2課,yellow,เหลือง,
青い,あおい,初級2-2課,blue,ฟ้ำ,
黒い,くろい,初級2-2課,black,ดำ,
男の人,おとこのひと,初級2-2課,man,ผู้ชำย,
ジャンパー,じゃんぱー,初級2-2課,zip-up jacket,เสื้อแจ็คเก็ต,
ほら,ほら,初級2-2課,Look!,นี่ไง! นั่นไง! ดูสิ!,
やさしい,やさしい,初級2-2課,kind / friendly,ใจดี,
きびしい,きびしい,初級2-2課,strict,เข้มงวด,
こわい,こわい,初級2-2課,scary,น่ำกลัว,
忙しい,いそがしい,初級2-2課,busy,ยุ่ง,
まじめ（な）,まじめ（な）,初級2-2課,sincere,เอำจริงเอำจัง ขยันขันแข็ง ขึงขัง,
元気（な）,げんき（な）,初級2-2課,energetic,แข็งแรง สดใส ร่ำเริง กระปรี้กระเปร่ำ,
恋人,こいびと,初級2-2課,boyfriend / girlfriend,แฟน คู่รัก,
孫,まご,初級2-2課,grandchild,หลำน,
この間,このあいだ,初級2-2課,the other day,เมื่อเร็วๆ นี้ เมื่อวันก่อน,
赤ちゃん,あかちゃん,初級2-2課,baby,เด็กทำรก,
泣く,なく,初級2-2課,to cry,ร้องไห้,
今度,こんど,初級2-2課,this time,ครำวหน้ำ ครั้งหน้ำ ครำวนี้ ครั้งนี้,
見た目,みため,初級2-2課,appearance,รูปร่ำงหน้ำตำ,
遅くまで,おそくまで,初級2-2課,until late,จนดึก จนมืดค่ำ,
心配（な）,しんぱい（な）,初級2-2課,concerning,เป็นห่วง เป็นกังวล,
かっこいい,かっこいい,初級2-2課,cool,เท่ ดูดี,
歌,うた,初級2-2課,singing,เพลง,
演技,えんぎ,初級2-2課,acting,กำรแสดง,
ダンス,だんす,初級2-2課,dance / dancing,กำรเต้น,
上手（な）,じょうず（な）,初級2-2課,well / good at,เก่ง,
歌手,かしゅ,初級2-2課,singer,นักร้อง,
だれか,だれか,初級2-2課,anyone,ใครบำงคน,
引退する,いんたいする,初級2-2課,to retire,ออกจำกวงกำร,
今でも,いまでも,初級2-2課,even now,แม้กระทั่งตอนนี้,
俳優,はいゆう,初級2-2課,actor,ดำรำนักแสดง,
そんな,そんな,初級2-2課,such,แบบนั้น,
きっかけ,きっかけ,初級2-2課,original motivation,แรงจูงใจ,
映画祭,えいがさい,初級2-2課,film festival,เทศกำลภำพยนตร์,
世界中,せかいじゅう,初級2-2課,around the world,ทั่วโลก,
ファン,ふぁん,初級2-2課,fan,แฟนคลับ แฟน(เพลง หนัง),
安室奈美恵,あむろなみえ,初級2-2課,Amuro Namie (Japanese singer),อะมุโระ นำมิเอะ (นักร้องญี่ปุ่น),
三船敏郎,みふねとしろう,初級2-2課,Mifune Toshiro (Japanese actor),มิฟูเนะ โตชิโร (นักแสดงญี่ปุ่น),
七人の侍,しちにんのさむらい,初級2-2課,Seven Samurai,เจ็ดเซียนซำมูไร (ชื่อหนังญี่ปุ่น),
まず,まず,初級2-2課,first of all,ก่อนอื่น,
金色,きんいろ,初級2-2課,golden,สีทอง,
驚く,おどろく,初級2-2課,to be surprised,ประหลำดใจ,
明るい,あかるい,初級2-2課,bright,สว่ำงไสว,
びっくりする,びっくりする,初級2-2課,to be shocked,ตกใจ,
ハイキング,はいきんぐ,初級2-2課,hiking,เดินป่ำ,
できれば,できれば,初級2-2課,if possible,ถ้ำเป็นไปได้,
シリーズ,しりーず,初級2-2課,series,ซีรี่ส์,
おとなりさん,おとなりさん,初級2-2課,neighbor,เพื่อนบ้ำน บ้ำนใกล้เรือนเคียง,
簡単に,かんたんに,初級2-2課,simply,อย่ำงง่ำยๆ คร่ำวๆ,
ヤンゴン,やんごん,初級2-2課,Yangon,ย่ำงกุ้ง (ชื่อเมือง),
パゴダ,ぱごだ,初級2-2課,pagoda,เจดีย์,
増える,ふえる,初級2-2課,to increase,เพิ่มขึ้น,
交流協会,こうりゅうきょうかい,初級2-2課,exchange association,สมำคมแลกเปลี่ยน (วัฒนธรรม),
定食,ていしょく,初級2-3課,set meal,อำหำรชุด,
日替わり,ひがわり,初級2-3課,daily special,เมนูพิเศษประจำวัน,
大盛り,おおもり,初級2-3課,large serving,อำหำรปริมำณมำกพิเศษ,
おかわり自由,おかわりじゆう,初級2-3課,free refill,เติมได้ไม่จำกัด เติมได้ไม่อั้น,
平日,へいじつ,初級2-3課,weekday,วันธรรมดำ,
～のみ　（平日のみ）,～のみ　（へいじつのみ）,初級2-3課,～ only　(e.g. only on weekdays),เฉพำะ (เช่น เฉพำะวันธรรมดำ),
ホット,ほっと,初級2-3課,hot,ร้อน,
アイス,あいす,初級2-3課,iced,เย็น,
焼き魚,やきざかな,初級2-3課,grilled fish,ปลำย่ำง,
ハンバーグ,はんばーぐ,初級2-3課,hamburger steak,ฮัมบำกุหรือแฮมเบิร์ก,
カレーライス,かれーらいす,初級2-3課,curry and rice,ข้ำวรำดแกงกะหรี่สไตล์ญี่ปุ่น,
